Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_MSX1_ISH,CS15_N467_003_4.jpg,HuDSeN:1100,"Embryo N467, slide 3, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_003_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_007_1.jpg,HuDSeN:1100,"Embryo N467, slide 7, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_007_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_007_4.jpg,HuDSeN:1100,"Embryo N467, slide 7, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_007_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_011_2.jpg,HuDSeN:1100,"Embryo N467, slide 11, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_011_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_011_4.jpg,HuDSeN:1100,"Embryo N467, slide 11, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_011_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_015_1.jpg,HuDSeN:1100,"Embryo N467, slide 15, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_015_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_015_4.jpg,HuDSeN:1100,"Embryo N467, slide 15, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_015_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_019_1.jpg,HuDSeN:1100,"Embryo N467, slide 19, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_019_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_019_4.jpg,HuDSeN:1100,"Embryo N467, slide 19, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_019_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_023_1.jpg,HuDSeN:1100,"Embryo N467, slide 23, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_023_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_023_4.jpg,HuDSeN:1100,"Embryo N467, slide 23, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_023_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_027_1.jpg,HuDSeN:1100,"Embryo N467, slide 27, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_027_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_027_4.jpg,HuDSeN:1100,"Embryo N467, slide 27, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_027_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_035_1.jpg,HuDSeN:1100,"Embryo N467, slide 35, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_035_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_035_4.jpg,HuDSeN:1100,"Embryo N467, slide 35, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_035_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_039_2.jpg,HuDSeN:1100,"Embryo N467, slide 39, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_039_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_039_4.jpg,HuDSeN:1100,"Embryo N467, slide 39, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_039_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_043_2.jpg,HuDSeN:1100,"Embryo N467, slide 43, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_043_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_043_3.jpg,HuDSeN:1100,"Embryo N467, slide 43, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_043_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_047_2.jpg,HuDSeN:1100,"Embryo N467, slide 47, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_047_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_047_3.jpg,HuDSeN:1100,"Embryo N467, slide 47, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_047_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_051_1.jpg,HuDSeN:1100,"Embryo N467, slide 51, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_051_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_051_3.jpg,HuDSeN:1100,"Embryo N467, slide 51, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_051_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_055_1.jpg,HuDSeN:1100,"Embryo N467, slide 55, section 1",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_055_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_055_4.jpg,HuDSeN:1100,"Embryo N467, slide 55, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_055_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_059_2.jpg,HuDSeN:1100,"Embryo N467, slide 59, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_059_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_059_4.jpg,HuDSeN:1100,"Embryo N467, slide 59, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_059_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_067_3.jpg,HuDSeN:1100,"Embryo N467, slide 67, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_067_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_067_4.jpg,HuDSeN:1100,"Embryo N467, slide 67, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_067_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_071_3.jpg,HuDSeN:1100,"Embryo N467, slide 71, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_071_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_071_4.jpg,HuDSeN:1100,"Embryo N467, slide 71, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_071_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_079_3.jpg,HuDSeN:1100,"Embryo N467, slide 79, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_079_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_079_4.jpg,HuDSeN:1100,"Embryo N467, slide 79, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_079_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_083_2.jpg,HuDSeN:1100,"Embryo N467, slide 83, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_083_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_083_4.jpg,HuDSeN:1100,"Embryo N467, slide 83, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_083_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_087_2.jpg,HuDSeN:1100,"Embryo N467, slide 87, section 2",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_087_2.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_087_3.jpg,HuDSeN:1100,"Embryo N467, slide 87, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_087_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_091_3.jpg,HuDSeN:1100,"Embryo N467, slide 91, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_091_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MSX1_ISH,CS15_N467_091_4.jpg,HuDSeN:1100,"Embryo N467, slide 91, section 4",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,,NCBITaxon,NM_002448,,nt 744 - nt 1852,ENSG00000163132,MSX1,HDBR_MSX1_ISH/CS15_N467_091_4.jpg,Original experimental image,Brightfield,,NBT/BCIP,Neural tissue (strong)
HDBR_MYBPC3_ISH_CS14,3DView.jpg,HuDSeN:414,3D View,Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/3DView.jpg,3D view of data mapped into a CS14 model,,Yellow = moderate expression,,
HDBR_MYBPC3_ISH_CS14,3DView.mpg,HuDSeN:414,3D movie,Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/3DView.mpg,3D movie of data mapped into a CS14 model,,Yellow = moderate expression,,
HDBR_MYBPC3_ISH_CS14,N673_067_01.jpg,HuDSeN:414,"Embryo N673, slide 67, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_067_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_067_03.jpg,HuDSeN:414,"Embryo N673, slide 67, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_067_03.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_070_01.jpg,HuDSeN:414,"Embryo N673, slide 70, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_070_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_078_01.jpg,HuDSeN:414,"Embryo N673, slide 78, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_078_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_083_02.jpg,HuDSeN:414,"Embryo N673, slide 83, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_083_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_087_02.jpg,HuDSeN:414,"Embryo N673, slide 87, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_087_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_090_02.jpg,HuDSeN:414,"Embryo N673, slide 90, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_090_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_090_03.jpg,HuDSeN:414,"Embryo N673, slide 90, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_090_03.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_092_02.jpg,HuDSeN:414,"Embryo N673, slide 92, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_092_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_092_03.jpg,HuDSeN:414,"Embryo N673, slide 92, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_092_03.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_096_02.jpg,HuDSeN:414,"Embryo N673, slide 96, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_096_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_100_02.jpg,HuDSeN:414,"Embryo N673, slide 100, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_100_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_100_03.jpg,HuDSeN:414,"Embryo N673, slide 100, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_100_03.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_102_01.jpg,HuDSeN:414,"Embryo N673, slide 102, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_102_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_102_02.jpg,HuDSeN:414,"Embryo N673, slide 102, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_102_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_107_01.jpg,HuDSeN:414,"Embryo N673, slide 107, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_107_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_107_02.jpg,HuDSeN:414,"Embryo N673, slide 107, section 2",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_107_02.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_114_01.jpg,HuDSeN:414,"Embryo N673, slide 114, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_114_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_118_01.jpg,HuDSeN:414,"Embryo N673, slide 118, section 1",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_118_01.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS14,N673_118_03.jpg,HuDSeN:414,"Embryo N673, slide 118, section 3",Homo sapiens,NCBITaxon,9606,CS14,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS14/N673_118_03.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,3DView.jpg,HuDSeN:415,3D View,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/3DView.jpg,3D view of data mapped into a CS14 model,,Yellow = moderate expression,,
HDBR_MYBPC3_ISH_CS19,3DView.mpg,HuDSeN:415,3D movie,Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/3DView.mpg,3D movie of data mapped into a CS14 model,,Yellow = moderate expression,,
HDBR_MYBPC3_ISH_CS19,N457_284_1.jpg,HuDSeN:415,"Embryo N547, slide 284, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_284_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_284_3.jpg,HuDSeN:415,"Embryo N547, slide 284, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_284_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_294_1.jpg,HuDSeN:415,"Embryo N547, slide 294, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_294_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_304_1.jpg,HuDSeN:415,"Embryo N547, slide 304, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_304_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_304_3.jpg,HuDSeN:415,"Embryo N547, slide 304, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_304_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_315_3.jpg,HuDSeN:415,"Embryo N547, slide 315, section 3",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_315_3.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_316_1.jpg,HuDSeN:415,"Embryo N547, slide 316, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_316_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
HDBR_MYBPC3_ISH_CS19,N457_324_1.jpg,HuDSeN:415,"Embryo N547, slide 324, section 1",Homo sapiens,NCBITaxon,9606,CS19,In situ hybridisation,,NCBITaxon,NM_000256,,nt 3362 - nt 3856,ENSG00000134571,MYBPC3,HDBR_MYBPC3_ISH_CS19/N457_324_1.jpg,Original experimental image,Brightfield,,NBT/BCIP,Heart (moderate)
